"time","age_range","Incidence","Deaths","IncNoise","DeathNoise"
1,"0-150",0.00102440287815731,0.00010920552541116,0,0
2,"0-150",0.00098118792549752,0.000104598650445844,0,0
3,"0-150",0.00175106957975558,0.000186671195112575,0,0
4,"0-150",0.00173446769955521,0.000184901396446518,0,0
5,"0-150",0.00194182259369104,0.000207006319838337,0,0
6,"0-150",0.00224003946375821,0.0002387975216145,0,0
7,"0-150",0.00259882204457645,0.000277045304055744,0,0
8,"0-150",0.00302173243358766,0.000322129414348086,0,0
9,"0-150",0.00350942041558889,0.000374119131717684,0,0
10,"0-150",0.00407647861081563,0.000434570111127919,0,0
11,"0-150",0.00473551877830426,0.000504826844402154,0,0
12,"0-150",0.0055010113503613,0.0005864319750277,0,0
13,"0-150",0.0063897697569139,0.000681177932471103,0,0
14,"0-150",0.00742154437465291,0.000791170254173034,0,0
15,"0-150",0.00861963903584234,0.000918893314157546,0,0
16,"0-150",0.0100114057898259,0.00106726307503175,0,0
17,"0-150",0.0116286119621877,0.00123966622920247,0,0
18,"0-150",0.0135078189873177,0.00144000059894819,0,0
19,"0-150",0.0156909958634256,0.00167274055338025,0,0
20,"0-150",0.0182265456821452,0.00194304646804744,0,0
21,"0-150",0.0211707613016374,0.00225691994292157,0,0
22,"0-150",0.0245895388558075,0.00262138652017805,0,0
23,"0-150",0.0285600922139498,0.00304467852107796,0,0
24,"0-150",0.0331725071181927,0.00353640081528258,0,0
25,"0-150",0.0385312196994977,0.00410768855977286,0,0
26,"0-150",0.0447567612990269,0.00477139336915086,0,0
27,"0-150",0.0519882093540015,0.00554234481305933,0,0
28,"0-150",0.0603866322416267,0.00643771795290417,0,0
29,"0-150",0.0701394807178237,0.00747750189740271,0,0
30,"0-150",0.0813125937841873,0.00866871987006576,1,0
31,"0-150",0.0947411844701322,0.0101004340756738,0,0
32,"0-150",0.109621228400601,0.0116869200921429,0,0
33,"0-150",0.127377372985073,0.0135800976940916,0,0
34,"0-150",0.148193496773146,0.0157995963920424,1,0
35,"0-150",0.171520389045016,0.0182868590942622,0,0
36,"0-150",0.199804825690021,0.0213028571869362,0,0
37,"0-150",0.231614806637325,0.024694897426447,1,0
38,"0-150",0.269857435083222,0.0287731162964845,0,0
39,"0-150",0.312230373602592,0.0332919760632877,0,0
40,"0-150",0.362777494088426,0.0386829478703806,0,0
41,"0-150",0.421216083476546,0.0449160147519578,1,0
42,"0-150",0.489026712225063,0.0521493190520987,0,0
43,"0-150",0.567763273198203,0.0605489107186536,2,0
44,"0-150",0.659201918619845,0.0703046710177302,0,0
45,"0-150",0.766771160312756,0.0817831414782748,0,0
46,"0-150",0.887276588553202,0.0946434979022408,0,0
47,"0-150",1.03322972767995,0.110223126521606,3,0
48,"0-150",1.19730590431341,0.127740216784679,0,0
49,"0-150",1.39442389228575,0.148791238044225,1,0
50,"0-150",1.61273573224602,0.172110491530326,1,1
51,"0-150",1.87290206519018,0.199910544272061,0,0
52,"0-150",2.17724432488107,0.232444681000615,3,0
53,"0-150",2.51771627557268,0.268853108447351,3,0
54,"0-150",2.92912168897455,0.312874567223536,6,0
55,"0-150",3.39656281778577,0.362918664674828,5,1
56,"0-150",3.93959185988062,0.421095770271563,4,1
57,"0-150",4.56231344531018,0.48786166641005,4,0
58,"0-150",5.28971936758763,0.56592648887022,7,1
59,"0-150",6.12898400433993,0.656092434413488,4,1
60,"0-150",7.09972399377416,0.760513338323148,7,0
61,"0-150",8.22186545193745,0.881394732071564,9,2
62,"0-150",9.51650948999861,1.02109361978044,11,0
63,"0-150",11.0126502700058,1.1828615972626,7,2
64,"0-150",12.7217406065136,1.36805078322939,15,5
65,"0-150",14.7063731057468,1.5836815574228,15,1
66,"0-150",16.9674209589262,1.83007301199421,14,1
67,"0-150",19.5660393973561,2.11427289700554,17,2
68,"0-150",22.5396997002265,2.44082104465971,30,2
69,"0-150",25.9335687679324,2.81527889757937,21,2
70,"0-150",29.793356770319,3.24345953200278,30,5
71,"0-150",34.1661007809599,3.73168684544527,35,6
72,"0-150",39.1140923322041,4.28823703195348,43,2
73,"0-150",44.6740729385894,4.91899203900868,33,6
74,"0-150",50.8969347082883,5.63200097656444,42,9
75,"0-150",57.8321137654186,6.43583088719083,61,7
76,"0-150",65.4908690851451,7.33537446986634,60,7
77,"0-150",73.893529327291,8.33751314573053,68,8
78,"0-150",83.0383033686044,9.44768155823624,86,13
79,"0-150",92.88446670056,10.6683259500558,99,16
80,"0-150",103.356174385525,11.9979124636931,84,7
81,"0-150",114.340070000978,13.4318442628063,120,10
82,"0-150",125.70398228885,14.9651708889994,136,14
83,"0-150",137.231640557265,16.5810239836402,133,22
84,"0-150",148.691478618488,18.2611955230165,156,26
85,"0-150",159.776472654431,19.977634363565,156,26
86,"0-150",170.171541488129,21.6974200354725,171,24
87,"0-150",179.554458065815,23.3829755797327,165,15
88,"0-150",187.594913973135,24.9906341821597,197,22
89,"0-150",193.977367099055,26.4723536100643,198,34
90,"0-150",198.462199927176,27.7824574122416,193,27
91,"0-150",200.866091877097,28.8762377485358,182,31
